1415,32,15,20
1416,32,15,20
1417,32,15,20
1418,32,15,20
1419,32,15,20
1420,32,15,20
1421,32,15,20
1422,32,15,20
1423,32,15,20
1424,32,15,20
1425,32,15,20
1426,32,15,20
1427,32,15,20
1428,32,15,20
1429,32,15,20
1430,32,15,20
1431,32,15,20
1432,32,15,20
1433,32,15,20
1434,32,15,20
1435,32,15,20
1436,32,15,20
1437,32,15,20
1438,32,15,20
1439,32,15,20
1440,32,15,20
1441,32,15,20
1442,32,15,20
1443,32,15,20
1444,32,15,20
1445,32,15,20
1446,32,15,20
1447,32,15,20
1448,32,15,20
1449,32,15,20
1450,32,15,20
1451,32,15,20
1452,32,15,20
1453,32,15,20
1454,32,15,20
1455,32,15,20
1456,32,15,20
1457,32,15,20
1458,32,15,20
1459,32,15,20
1460,32,15,20
1461,32,15,20
1462,32,15,20
1463,32,15,20
1464,32,15,20
1465,32,15,20
1466,32,15,20
1467,32,15,20
1468,32,15,20
1469,32,15,20
1470,32,15,20
1471,32,15,20
1472,32,15,20
1473,32,15,20
1474,32,15,20
1475,32,15,20
1476,32,15,20
1477,32,15,20
1478,32,15,20
1479,32,15,20
1480,32,15,20
1481,32,15,20
1482,32,15,20
1483,32,15,20
1484,32,15,20
1485,32,15,20
1486,32,15,20
1487,32,15,20
1488,32,15,20
1489,32,15,20
1490,32,15,20
1491,32,15,20
1492,32,15,20
1493,32,15,20
1494,32,15,20
1495,32,15,20
1496,32,15,20
1497,32,15,20
1498,32,15,20
1499,32,15,20
1500,32,15,20
1501,32,15,20
1502,32,15,20
1503,32,15,20
1504,32,15,20
1505,32,15,20
1506,32,15,20
1507,32,15,20
1508,32,15,20
1509,32,15,20
1510,32,15,20
1511,32,15,20
1512,32,15,20
1513,32,15,20
1514,32,15,20
1515,32,15,20
1516,32,15,20
1517,32,15,20
1518,32,15,20
1519,32,15,20
1520,32,15,20
1521,32,15,20
1522,32,15,20
1523,32,15,20
1524,32,15,20
1525,32,15,20
1526,32,15,20
1527,32,15,20
1528,32,15,20
1529,32,15,20
1530,32,15,20
1531,32,15,20
1532,32,15,20
1533,32,15,20
1534,32,15,20
1535,32,15,20
1536,32,15,20
1537,32,15,20
1538,32,15,20
1539,32,15,20
1540,32,15,20
1541,32,15,20
1542,32,15,20
1543,32,15,20
1544,32,15,20
1545,32,15,20
1546,32,15,20
1547,32,15,20
1548,32,15,20
1549,32,15,20
1550,32,15,20
1551,32,15,20
1552,32,15,20
1553,32,15,20
1554,32,15,20
1555,32,15,20
1556,32,15,20
1557,32,15,20
1558,32,15,20
1559,32,15,20
1560,32,15,20
1561,32,15,20
1562,32,15,20
1563,32,15,20
1564,32,15,20
1565,32,15,20
1566,32,15,20
1567,32,15,20
1568,32,15,20
1569,32,15,20
1570,32,15,20
1571,32,15,20
1572,32,15,20
1573,32,15,20
1574,32,15,20
1575,32,15,20
1576,32,15,20
1577,32,15,20
1578,32,15,20
1579,32,15,20
1580,32,15,20
1581,32,15,20
1582,32,15,20
1583,32,15,20
1584,32,15,20
1585,32,15,20
1586,32,15,20
1587,32,15,20
1588,32,15,20
1589,32,15,20
1590,32,15,20
1591,32,15,20
1592,32,15,20
1593,32,15,20
1594,32,15,20
1595,32,15,20
1596,32,15,20
1597,32,15,20
1598,32,15,20
1599,32,15,20
1600,32,15,20
1601,32,15,20
1602,32,15,20
1603,32,15,20
1604,32,15,20
1605,32,15,20
1606,32,15,20
1607,32,15,20
1608,32,15,20
1609,32,15,20
1610,32,15,20
1611,32,15,20
1612,32,15,20
1613,32,15,20
1614,32,15,20
1615,32,15,20
1616,32,15,20
1617,32,15,20
1618,32,15,20
1619,32,15,20
1620,32,15,20
1621,32,15,20
1622,32,15,20
1623,32,15,20
1624,32,15,20
1625,32,15,20
1626,32,15,20
1627,32,15,20
1628,32,15,20
1629,32,15,20
1630,32,15,20
1631,32,15,20
1632,32,15,20
1633,32,15,20
1634,32,15,20
1635,32,15,20
1636,32,15,20
1637,32,15,20
1638,32,15,20
1639,32,15,20
1640,32,15,20
1641,32,15,20
1642,32,15,20
1643,32,15,20
1644,32,15,20
1645,32,15,20
1646,32,15,20
1647,32,15,20
1648,32,15,20
1649,32,15,20
1650,32,15,20
1651,32,15,20
1652,32,15,20
1653,32,15,20
1654,32,15,20
1655,32,15,20
1656,32,15,20
1657,32,15,20
1658,32,15,20
1659,32,15,20
1660,32,15,20
1661,32,15,20
1662,32,15,20
1663,32,15,20
1664,32,15,20
1665,32,15,20
